ID,Občina/Mestna občina,Občina,Izvaja PP,Zaveza PP,Župan,Spol,Email,Dokazilo,Komentar,,,,,
135,Občina,Videm,FALSE,FALSE,Brane Kolednik,m,info@videm.si,,,x,,,,
136,Občina,Vipava,FALSE,FALSE,mag. Anton Lavrenčič,m,obcina@vipava.si,,dodal mag.,x,,,,
137,Občina,Vitanje,FALSE,FALSE,Andraž Pogorevc,m,info@vitanje.si,,,x,,,,
138,Občina,Vodice,TRUE,TRUE,Aco Franc Šuštar,m,obcina@vodice.si,https://vodice.si/objava/1174174,dal na TRUE in dodal link,x,,,,
139,Občina,Vojnik,FALSE,FALSE,Branko Petre,m,obcina@vojnik.si,,,x,,,,
189,Občina,Vransko,FALSE,FALSE,Nataša Juhart,f,obcina.vransko@vransko.si,,,x,,,,
140,Občina,Vrhnika,FALSE,FALSE,Daniel Cukjati,m,obcina.vrhnika@vrhnika.si,,,x,,,,
141,Občina,Vuzenica,FALSE,FALSE,Franc - Franjo Golob,m,obcina.vuzenica@siol.net,,,x,,,,
142,Občina,Zagorje ob Savi,FALSE,FALSE,Matjaž Švagan,m,obcina.zagorje@zagorje.si,,,x,,,,
190,Občina,Žalec,FALSE,TRUE,Janko Kos,m,glavna.pisarna@zalec.si,,,x,,,,
143,Občina,Zavrč,FALSE,FALSE,Slavko Pravdič,m,obcina.zavrc@siol.net,,,x,,,,
146,Občina,Železniki,TRUE,FALSE,Marko Gasser,m,uprava@obcina.zelezniki.si,https://zelezniki.si/objave/290,zamenjal link na landing page za pp,x,,,,
191,Občina,Žetale,FALSE,FALSE,Matjaž Kopše,m,info.zetale@zetale.si,,drug župan,x,,,,
147,Občina,Žiri,TRUE,TRUE,Franc Kranjc,m,obcina.ziri@ziri.si,https://www.ziri.si/objave/290,dal na true in dodal link,x,,,,
192,Občina,Žirovnica,FALSE,TRUE,Leopold Pogačar,m,obcina@zirovnica.si,,,x,,,,
144,Občina,Zreče,TRUE,FALSE,mag. Boris Podvršnik,m,info@zrece.eu,https://zrece.si/objave/290,"dal na TRUE in dodal link, dodal mag.",x,,,,
193,Občina,Žužemberk,FALSE,FALSE,Jože Papež,m,obcina.zuzemberk@zuzemberk.si,,,x,,,,
